NDC,Quantity,Cost,Extended Cost
00875653015,4,69.71,278.84
08115088517,18,35.55,639.90
04431020762,6,2.40,14.40
31203075666,20,29.38,587.60
62436044537,3,78.80,236.40
83577044705,23,86.76,1995.48
03876112226,3,42.14,126.42
26662483608,8,198.32,1586.56
78403750806,7,48.70,340.90
14868527206,5,52.76,263.80
02218077108,5,79.52,397.60
80084681507,2,23.81,47.62
04761070738,6,47.49,284.94
68227015567,3,152.38,457.14
03734127842,6,95.78,574.68
34345070130,4,15.83,63.32
23770603707,4,56.10,224.40
30210881604,6,29.76,178.56
06550321417,12,49.25,591.00
64631848705,23,90.00,2070.00
23361081471,5,20.50,102.50
05821577108,11,69.40,763.40
62733773100,6,36.37,218.22
06050482256,2,55.64,111.28
12276742203,4,23.12,92.48
82121076403,5,14.01,70.05
17125412002,7,44.56,311.92
05821751576,9,24.12,217.08
51443045757,5,6.54,32.70
81766073272,3,3.32,9.96
80876572401,2,114.99,229.98
02020808088,2,43.13,86.26
43614020818,1,12.70,12.70
05325303306,12,84.57,1014.84
78820222201,8,32.47,259.76
87181814401,22,42.81,941.82
03423861605,5,87.32,436.60
17137028440,3,49.88,149.64
51730840507,5,19.89,99.45
04246411152,5,56.23,281.15
06052073801,9,145.18,1306.62
46617078088,21,21.66,454.86
03571877106,4,183.90,735.60
07171646174,1,45.24,45.24
03734127842,1,102.48,102.48
34807080402,5,6.84,34.20
56030588001,12,11.66,139.92
85201043231,2,8.13,16.26
37646705305,2,167.55,335.10
01373076811,3,18.60,55.80
47200088245,2,49.19,98.38
22161051846,3,130.75,392.25
06183611337,16,23.60,377.60
07015220303,7,89.30,625.10
80642063357,12,48.84,586.08
45411032054,6,198.23,1189.38
03463451606,4,29.56,118.24
08731066085,1,43.70,43.70
02724477477,4,36.75,147.00
03232786688,5,34.34,171.70
77488445405,1,39.42,39.42
80212531601,1,16.22,16.22
04008824583,4,15.55,62.20
08236734414,10,29.61,296.10
51366784005,5,172.69,863.45
08651481051,9,91.04,819.36
03573201615,1,46.85,46.85
27234068818,7,10.70,74.90
83506048835,13,86.76,1127.88
16447564707,13,39.17,509.21
06008285235,4,151.24,604.96
03270317528,15,68.76,1031.40
07684067401,12,27.41,328.92
17215636506,16,5.82,93.12
52083802605,11,44.10,485.10
07857322012,4,22.69,90.76
21073043484,3,97.50,292.50
03773665640,8,1.49,11.92
55721048375,6,21.89,131.34
22734012426,8,35.34,282.72
26662483608,5,198.32,991.60
46722033835,1,82.28,82.28
60364402503,5,40.13,200.65
56387045268,1,66.54,66.54
34163020708,18,141.10,2539.80
21370077852,11,8.86,97.46
05220688032,2,143.48,286.96
82050151606,7,65.11,455.77
67328043204,16,47.44,759.04
37015154706,2,6.50,13.00
03668131683,10,14.10,141.00
64656068255,5,48.52,242.60
82743566203,6,98.27,589.62
34614065838,24,51.62,1238.88
38684788107,1,124.96,124.96
72544035313,10,71.99,719.90
08200641115,24,35.37,848.88
42020028763,1,25.97,25.97
13127207602,3,37.65,112.95
04124785251,1,79.40,79.40
05125653007,4,27.10,108.40
63368877508,6,21.38,128.28
67684060607,13,88.80,1154.40
03505830111,2,21.69,43.38
68773716105,12,5.80,69.60
24861085705,12,82.38,988.56
54803100708,11,60.70,667.70
08243032606,3,49.12,147.36
01435205834,1,29.44,29.44
06766103116,7,36.40,254.80
02830100870,2,103.29,206.58
31552080745,2,110.15,220.30
46641033025,5,46.85,234.25
38684788107,5,135.83,679.15
04773472705,5,16.33,81.65
07015220303,5,89.30,446.50
46345120606,5,184.70,923.50
27234068818,4,10.27,41.08
81173254603,12,19.32,231.84
21773855004,13,14.82,192.66
51377062141,6,32.29,193.74
20717057850,21,18.60,390.60
00702078465,2,77.77,155.54
21151023585,4,171.38,685.52
55312054580,7,124.72,873.04
48456766500,4,32.36,129.44
43614020818,8,12.70,101.60
51730840507,5,19.89,99.45
05887121613,5,46.20,231.00
00313550114,4,33.83,135.32
06382587760,9,69.19,622.71
03143240016,10,58.14,581.40
13157037661,1,2.51,2.51
05135781806,6,38.89,233.34
78820222201,3,32.47,97.41
70456004781,5,164.27,821.35
16583035556,10,84.35,843.50
48114374801,2,41.20,82.40
81685676503,1,24.22,24.22
06613056605,1,195.80,195.80
33403252701,8,19.29,154.32
48175066722,2,100.50,201.00
02480036254,11,49.36,542.96
02835010550,7,47.48,332.36
82750780706,6,47.85,287.10
08423078536,7,36.31,254.17
78250814808,2,146.80,293.60
88532034765,3,6.44,19.32
00278860110,17,23.81,404.77
06833013873,1,94.91,94.91
03234048842,2,16.60,33.20
78470318806,10,63.57,635.70
12008101106,10,71.45,714.50
06372666505,12,48.63,583.56
05681033725,18,60.17,1083.06
66725015358,3,26.73,80.19
53553412203,8,167.68,1341.44
33621083070,1,29.93,29.93
07171646174,1,45.24,45.24
68227015567,1,155.49,155.49
48845058807,10,44.14,441.40
02572346754,2,13.75,27.50
01152748187,4,20.42,81.68
24103185203,5,25.69,128.45
05821751576,8,24.12,192.96
35445005085,22,23.87,525.14
01175556546,3,69.48,208.44
53885055631,4,16.11,64.44
38034061648,10,197.90,1979.00
27418036154,5,80.90,404.50
04026054535,6,25.68,154.08
03768071577,7,4.26,29.82
04483165782,20,16.93,338.60
72467620704,23,62.32,1433.36
60645281607,2,35.00,70.00
01342516835,10,41.45,414.50
83437407004,8,39.24,313.92
45617016212,3,82.65,247.95
56342728506,12,133.44,1601.28
36253068201,8,68.87,550.96
71454031453,5,48.00,240.00
01342516835,2,35.65,71.30
22161051846,3,125.52,376.56
01563524858,3,65.96,197.88
27613053446,4,20.42,81.68
06851020763,4,77.90,311.60
85201043231,1,8.13,8.13
12276742203,6,23.12,138.72
07612418480,3,11.28,33.84
03035662702,1,49.20,49.20
54006057441,6,33.15,198.90
68373046754,18,19.65,353.70
82028808002,16,41.19,659.04
26318825607,1,73.88,73.88
51071611600,3,19.45,58.35
02780704387,3,16.96,50.88
26352042207,12,2.56,30.72
05715345242,3,9.99,29.97
04637400581,8,39.95,319.60
04623321658,6,5.66,33.96
01662426772,11,91.88,1010.68
06428061443,4,58.24,232.96
00606105142,5,80.57,402.85
31844042425,5,6.67,33.35
02827603141,5,45.90,229.50
41836074547,1,139.80,139.80
52485577001,6,22.79,136.74
02140117748,2,142.70,285.40
14000030168,4,20.16,80.64
01156032280,2,95.75,191.50
71454031453,7,48.00,336.00
07565063048,12,17.62,211.44
20684131600,6,161.39,968.34
55075641306,2,59.90,119.80
73328057880,1,28.30,28.30
02835225365,6,166.95,1001.70
02480036254,8,61.70,493.60
04722632303,3,38.10,114.30
02852833648,8,15.99,127.92
83632067264,11,11.05,121.55
48175066722,6,100.50,603.00
02501730521,6,50.71,304.26
64667041228,4,158.88,635.52
57010325102,4,69.64,278.56
83632067264,18,10.83,194.94
37200060657,3,34.63,103.89
82016372103,4,157.53,630.12
51212165308,3,8.40,25.20
17524015882,5,34.78,173.90
66870005075,17,53.25,905.25
01124074284,1,49.76,49.76
12283801204,6,39.93,239.58
14484135000,6,35.23,211.38
07618661800,4,197.18,788.72
06075545318,1,196.70,196.70
10245012424,6,124.40,746.40
55648086304,16,39.31,628.96
00882324011,12,190.30,2283.60
75657671005,7,69.36,485.52
21621626305,2,10.34,20.68
01113388280,3,9.50,28.50
83134012307,3,72.54,217.62
00026005508,3,2.92,8.76
71433783200,5,1.64,8.20
46722033835,8,82.28,658.24
26886084653,3,5.25,15.75
85201043231,5,8.13,40.65
43531047011,1,29.53,29.53
01617020716,6,41.57,249.42
04378560202,12,20.22,242.64
03850434401,3,176.83,530.49
00570688542,2,32.24,64.48
64667041228,2,144.58,289.16
81340840807,4,33.33,133.32
05131770506,10,38.95,389.50
60645281607,1,35.00,35.00
02571415155,3,47.35,142.05
64428085562,5,10.89,54.45
21688066242,1,21.20,21.20
25613051215,6,22.22,133.32
43855128706,21,94.19,1977.99
72441462100,4,86.13,344.52
54175001811,6,1.15,6.90
07012200708,5,36.77,183.85
27178074508,6,50.32,301.92
87830705003,2,14.29,28.58
05566051258,24,117.65,2823.60
05502374232,10,25.34,253.40
00056561245,2,63.40,126.80
46768048187,12,49.15,589.80
02501730521,12,56.98,683.76
03545672641,3,7.15,21.45
70688023626,1,43.50,43.50
28626003780,6,66.42,398.52
34807080402,4,6.58,26.32
00816032553,6,24.28,145.68
07505081328,5,27.89,139.45
06543543341,12,38.84,466.08
13130048264,10,91.74,917.40
03671466827,1,13.90,13.90
03232786688,17,34.34,583.78
25372086604,2,20.90,41.80
44480035754,6,69.41,416.46
04026054535,6,31.70,190.20
08725387802,5,2.86,14.30
03811365405,3,36.99,110.97
57076243107,5,6.71,33.55
73286002331,6,1.87,11.22
68321084460,4,25.92,103.68
77126870704,5,47.48,237.40
01782070308,4,9.46,37.84
00238766055,3,3.42,10.26
63740035235,2,63.60,127.20
03565847033,2,20.71,41.42
26886084653,4,4.95,19.80
03031506178,3,47.92,143.76
06550321417,4,56.64,226.56
02628356641,6,146.01,876.06
18434008018,11,8.98,98.78
51730840507,11,20.29,223.19
17515053437,1,85.95,85.95
00882324011,8,182.69,1461.52
40268658207,10,29.11,291.10
04637400581,2,41.95,83.90
73430850207,7,153.89,1077.23
88122030413,1,96.55,96.55
32435547807,6,17.50,105.00
15374613503,5,14.02,70.10
04388148133,10,34.41,344.10
67126020370,3,2.16,6.48
77508014728,12,153.15,1837.80
08001075148,4,92.20,368.80
04661368038,6,51.63,309.78
36863301700,2,21.62,43.24
13157037661,4,2.54,10.16
54653255704,2,2.35,4.70
87870027401,3,12.66,37.98
18670842001,2,32.17,64.34
73638427006,5,91.80,459.00
16635465606,24,14.78,354.72
61356046107,2,31.62,63.24
00117837843,10,88.63,886.30
01156032280,2,95.75,191.50
44084030216,3,40.80,122.40
86535032785,6,1.15,6.90
01236083274,18,17.35,312.30
55316636705,23,23.33,536.59
04881244785,6,4.25,25.50
00882324011,6,190.30,1141.80
02021315073,1,4.91,4.91
82016372103,4,157.53,630.12
31533022806,16,82.43,1318.88
64627327803,3,111.63,334.89
13157037661,8,2.51,20.08
60134272402,3,41.67,125.01
06761188626,4,47.46,189.84
03204186431,9,4.25,38.25
05031152730,8,32.46,259.68
81556537408,12,6.14,73.68
47057087632,8,20.74,165.92
25501788104,4,69.90,279.60
46345120606,1,184.70,184.70
70506026670,3,4.29,12.87
52728068100,3,44.98,134.94
08067685108,16,6.13,98.08
25063580003,20,27.88,557.60
34216136301,4,9.28,37.12
00386000564,3,20.89,62.67
36638055268,4,18.42,73.68
04718852412,1,13.20,13.20
06035573782,10,28.19,281.90
00016515851,15,20.92,313.80
24031004771,5,25.92,129.60
08651481051,17,96.85,1646.45
18853783508,3,19.95,59.85
13605533101,6,182.11,1092.66
88327042086,17,8.27,140.59
55312054580,2,124.72,249.44
11428088287,4,45.50,182.00
04284806604,12,27.25,327.00
26386632705,20,71.51,1430.20
37764060188,11,13.85,152.35
04431020762,6,2.57,15.42
22138688808,6,41.38,248.28
06573263402,1,29.60,29.60
28177741504,20,2.54,50.80
06641123501,4,11.88,47.52
47358047775,17,23.99,407.83
76047275508,1,32.19,32.19
28626003780,4,59.30,237.20
05111301270,6,78.41,470.46
81556537408,1,6.14,6.14
16635465606,5,14.78,73.90
36863301700,5,20.40,102.00
31408046064,8,22.41,179.28
56030588001,24,9.68,232.32
48426035038,2,59.13,118.26
08458273788,1,71.33,71.33
06428061443,2,58.24,116.48
22706038501,3,64.94,194.82
76775513008,2,48.00,96.00
07488321818,6,9.86,59.16
17684721204,8,10.73,85.84
42020028763,22,25.97,571.34
46218666700,4,15.58,62.32
01078654006,9,78.68,708.12
04761070738,24,47.49,1139.76
43553517005,5,50.47,252.35
30354024017,10,47.21,472.10
00702078465,8,77.77,622.16
73175565807,6,17.42,104.52
60317863106,4,6.12,24.48
36253068201,9,68.18,613.62
36454425300,6,14.30,85.80
00312533406,5,32.63,163.15
46617078088,2,21.66,43.32
48736081170,1,36.25,36.25
85336068757,7,30.58,214.06
02186546212,20,99.85,1997.00
67754055345,2,23.54,47.08
00537241124,1,27.92,27.92
03850434401,14,176.83,2475.62
36638055268,1,18.42,18.42
23322485302,2,169.16,338.32
88122030413,2,96.55,193.10
05236386503,8,39.14,313.12
43065688203,10,27.98,279.80
13130048264,3,91.74,275.22
85201043231,6,8.13,48.78
20505517507,2,41.18,82.36
06472575086,2,19.75,39.50
24866035020,5,40.45,202.25
05184017340,9,38.77,348.93
03605257354,4,84.63,338.52
18634181801,12,14.90,178.80
51443045757,1,6.54,6.54
76631151504,3,36.82,110.46
04375814688,5,75.17,375.85
03280733682,2,46.26,92.52
07617227525,1,42.45,42.45
00665226631,5,5.13,25.65
06536563317,1,48.40,48.40
05435421266,8,23.39,187.12
03558462804,4,191.74,766.96
31533022806,4,82.43,329.72
85033331100,11,75.20,827.20
01236083274,11,17.35,190.85
06550321417,12,49.25,591.00
04761070738,5,47.49,237.45
26253415203,12,4.83,57.96
07845071720,3,114.20,342.60
55002052578,9,57.13,514.17
05135781806,5,38.89,194.45
05786220107,1,33.16,33.16
55075641306,23,59.90,1377.70
02216664757,3,83.60,250.80
82750780706,3,47.85,143.55
07837345410,16,21.63,346.08
00708203545,22,49.92,1098.24
07612418480,1,11.28,11.28
04128023872,1,10.10,10.10
81323018781,14,13.56,189.84
83728238805,6,182.15,1092.90
38224657103,10,152.40,1524.00
80560030178,6,39.92,239.52
01373076811,4,18.60,74.40
12008101106,3,71.45,214.35
16374018562,22,35.77,786.94
43633042403,3,154.91,464.73
73427738500,2,31.68,63.36
06052073801,5,145.18,725.90
07176264181,7,71.73,502.11
18172062268,2,39.74,79.48
51661525500,3,47.18,141.54
74764051707,1,3.12,3.12
87181814401,17,42.81,727.77
28177741504,1,2.54,2.54
88163360806,15,47.48,712.20
07330616070,6,17.94,107.64
76513056423,5,40.80,204.00
71737086744,6,96.75,580.50
43282012035,11,6.34,69.74
51443045757,4,6.54,26.16
41871440607,5,45.59,227.95
08342313334,1,7.95,7.95
17785085422,9,55.13,496.17
41257275507,8,49.85,398.80
17125412002,5,44.56,222.80
05263421164,7,129.34,905.38
60645281607,9,35.00,315.00
04706002545,5,9.60,48.00
04111407660,5,2.35,11.75
41627323208,1,29.39,29.39
35032042866,12,78.30,939.60
44415071312,1,52.62,52.62
16583035556,8,84.35,674.80
00077247216,2,27.68,55.36
27234068818,3,10.70,32.10
50164076482,3,6.61,19.83
05821534080,20,30.85,617.00
08080485660,9,32.32,290.88
12453000805,10,43.90,439.00
06536563317,11,48.40,532.40
02084715151,14,20.68,289.52
02353643654,6,153.96,923.76
54437063541,8,26.08,208.64
07857322012,12,18.38,220.56
53872018667,3,44.51,133.53
27178074508,12,50.32,603.84
01821626048,1,6.78,6.78
01662426772,8,96.72,773.76
80177378604,10,28.10,281.00
64637518601,4,8.65,34.60
04431020762,12,2.47,29.64
85201043231,9,8.62,77.58
51377062141,9,33.29,299.61
02720811274,2,32.34,64.68
06833013873,2,87.39,174.78
60713012226,9,17.21,154.89
08001075148,3,92.20,276.60
58244008185,12,41.38,496.56
05435421266,3,23.39,70.17
01463031153,5,168.27,841.35
73328057880,9,28.30,254.70
64637518601,2,8.65,17.30
03545672641,1,6.68,6.68
35276042602,3,31.23,93.69
18342670501,14,139.92,1958.88
00327503660,13,35.11,456.43
07832431336,5,64.98,324.90
86808335800,4,40.40,161.60
71476658706,3,39.63,118.89
08046825240,12,40.38,484.56
82585051102,19,37.33,709.27
80448025603,12,35.70,428.40
36440031678,7,79.57,556.99
61687312301,12,26.66,319.92
02303278072,2,21.20,42.40
72846144805,3,34.71,104.13
24775054576,18,19.97,359.46
00882063854,1,72.92,72.92
04184148300,5,39.41,197.05
03031506178,1,47.92,47.92
10245012424,1,120.78,120.78
34163020708,2,141.10,282.20
02778561134,3,17.54,52.62
74718073456,1,17.64,17.64
31203075666,5,29.38,146.90
13876013813,2,76.53,153.06
71658027152,5,13.29,66.45
04718852412,6,13.20,79.20
43106054745,8,23.95,191.60
22734012426,3,35.34,106.02
74774147204,4,1.30,5.20
02628356641,5,133.95,669.75
05243378523,1,135.34,135.34
46218666700,2,15.58,31.16
04007831230,1,46.57,46.57
02303278072,2,21.20,42.40
05125653007,18,31.71,570.78
07565063048,12,15.68,188.16
03700365100,15,100.40,1506.00
48845058807,12,44.14,529.68
35085337508,7,41.68,291.76
44415071312,15,52.62,789.30
25561238202,17,13.54,230.18
56632053247,2,50.90,101.80
40783083047,4,42.81,171.24
74826048448,2,101.15,202.30
17363075823,2,20.65,41.30
05612463071,5,40.50,202.50
37072066602,2,11.49,22.98
44031300105,1,42.98,42.98
13157037661,8,2.51,20.08
53244005777,8,104.10,832.80
64667041228,2,158.88,317.76
84106068871,5,149.42,747.10
30468074626,5,32.65,163.25
02835225365,6,166.95,1001.70
04425568850,1,80.18,80.18
45104002228,5,88.49,442.45
00877557574,15,35.00,525.00
02855444802,8,86.38,691.04
05214507153,5,16.80,84.00
72441462100,6,86.13,516.78
36863301700,12,20.40,244.80
40124246307,5,88.69,443.45
34216136301,5,9.28,46.40
04637400581,4,39.95,159.80
06684018405,15,80.75,1211.25
03230235538,10,5.54,55.40
00124170382,4,17.53,70.12
06078274673,9,60.20,541.80
66163437203,1,38.60,38.60
46276005671,8,12.22,97.76
31017130700,5,75.80,379.00
03160243181,11,99.65,1096.15
01385357174,6,9.76,58.56
04310620070,18,22.13,398.34
37482412000,5,25.60,128.00
30307007534,5,19.64,98.20
05753481062,2,41.53,83.06
02186546212,5,99.85,499.25
70456004781,21,164.27,3449.67
07612418480,4,11.28,45.12
50103023558,1,55.71,55.71
82050151606,1,65.11,65.11
88163360806,5,47.48,237.40
64204257208,6,12.70,76.20
21160076183,1,41.62,41.62
00345328118,4,27.79,111.16
38565041500,6,5.40,32.40
00816032553,6,26.11,156.66
80262001416,2,24.92,49.84
87180035408,4,13.29,53.16
00016515851,9,20.92,188.28
47731874206,10,32.85,328.50
68373046754,4,19.65,78.60
67565061887,6,16.63,99.78
43106054745,1,23.95,23.95
02428507530,12,94.72,1136.64
36782276602,16,8.38,134.08
80560030178,1,39.12,39.12
53252026872,4,14.49,57.96
21621626305,2,10.34,20.68
20505517507,12,41.18,494.16
17785085422,12,66.41,796.92
86501001041,5,102.61,513.05
00327503660,13,35.11,456.43
08578356306,20,47.89,957.80
68373046754,4,19.65,78.60
00375812184,10,7.77,77.70
53872018667,18,44.51,801.18
55545051773,8,36.98,295.84
20388850702,6,111.88,671.28
26886084653,2,4.95,9.90
01107874005,2,20.42,40.84
02835010550,17,53.65,912.05
88532034765,4,6.44,25.76
23057700506,9,44.61,401.49
46245066636,19,19.28,366.32
81766073272,6,2.99,17.94
00077247216,5,27.68,138.40
10841313307,10,86.78,867.80
07684053767,10,74.17,741.70
06466040484,22,7.47,164.34
12281178003,5,22.90,114.50
80642063357,6,57.14,342.84
61062018463,8,63.35,506.80
72846144805,11,34.71,381.81
46245066636,12,19.28,231.36
06833013873,11,93.97,1033.67
32871086402,10,68.94,689.40
04335358267,19,117.59,2234.21
46381464602,2,1.64,3.28
05153055550,8,48.47,387.76
60645281607,7,35.00,245.00
07808633747,10,36.36,363.60
11042818707,12,42.46,509.52
32488286806,4,192.30,769.20
13876013813,4,75.77,303.08
03700365100,1,100.40,100.40
37072066602,12,11.49,137.88
02223610805,5,96.91,484.55
26318825607,2,95.51,191.02
63057056327,15,99.84,1497.60
31017130700,3,75.80,227.40
00343774581,7,54.90,384.30
02437638600,1,161.92,161.92
81340840807,5,33.33,166.65
08471261202,11,19.75,217.25
27155203800,1,177.14,177.14
33621083070,6,29.93,179.58
02344462742,7,18.61,130.27
46722033835,18,82.28,1481.04
02344462742,6,19.80,118.80
80262001416,1,22.43,22.43
65624045187,6,73.27,439.62
52083802605,12,44.10,529.20
76775513008,5,48.00,240.00
06456270583,10,55.86,558.60
44031300105,12,41.60,499.20
42307084205,16,35.27,564.32
28016047215,12,88.97,1067.64
04661368038,12,51.63,619.56
06761188626,1,49.44,49.44
73225046177,4,44.54,178.16
20855082400,12,16.55,198.60
46513448305,1,114.42,114.42
46716437803,14,27.18,380.52
86455003830,10,67.30,673.00
82121076403,6,14.15,84.90
06833013873,6,93.97,563.82
43381821003,2,1.40,2.80
01156032280,6,95.75,574.50
21407438003,5,31.80,159.00
05153055550,1,48.47,48.47
02223610805,1,96.91,96.91
78280586803,4,48.50,194.00
02518404715,6,25.89,155.34
00800454127,15,45.57,683.55
12453000805,6,43.90,263.40
25047030220,3,35.17,105.51
41871440607,2,45.59,91.18
85563346802,5,15.01,75.05
55316636705,9,23.33,209.97
78482056261,6,12.12,72.72
50103023558,4,55.71,222.84
66870005075,13,53.25,692.25
13876013813,2,75.77,151.54
04408761333,2,33.85,67.70
57010325102,6,69.64,417.84
02185456874,8,98.91,791.28
55721048375,10,21.89,218.90
06163126043,1,92.13,92.13
03710537613,2,31.16,62.32
52325074765,5,16.12,80.60
84184771705,5,31.43,157.15
04120362512,3,44.64,133.92
84184771705,3,31.43,94.29
26841061831,3,45.85,137.55
55671070167,12,152.73,1832.76
17684721204,12,10.73,128.76
44724671106,2,48.56,97.12
56062083203,18,30.86,555.48
01146033621,3,46.22,138.66
77126870704,1,47.48,47.48
25501788104,8,69.90,559.20
00657778127,2,25.84,51.68
26812757200,4,36.37,145.48
16635465606,3,13.75,41.25
00313550114,3,33.83,101.49
78250814808,12,146.80,1761.60
06428061443,2,58.24,116.48
13522534606,4,38.24,152.96
41733452301,11,19.97,219.67
06404775414,2,33.00,66.00
03473655653,5,25.83,129.15
37015154706,5,6.50,32.50
03505830111,5,21.69,108.45
18416132707,3,77.98,233.94
07183286375,10,43.12,431.20
61687312301,3,26.66,79.98
02344462742,3,19.80,59.40
25704368803,17,38.82,659.94
02353643654,6,149.34,896.04
02212763478,6,48.98,293.88
03031506178,3,47.92,143.76
84848063476,2,36.54,73.08
00452707313,8,16.17,129.36
05463127052,20,51.99,1039.80
08115088517,5,35.55,177.75
07505081328,3,27.89,83.67
42263052708,4,5.90,23.60
18763680508,1,36.39,36.39
76631151504,12,36.82,441.84
14474445505,5,28.44,142.20
05220688032,4,143.48,573.92
48114374801,7,41.20,288.40
28177741504,6,2.54,15.24
70082081801,5,34.42,172.10
11181558507,10,24.36,243.60
08335034601,3,30.82,92.46
03850434401,10,176.83,1768.30
07372655845,24,1.86,44.64
66207074887,6,69.28,415.68
66281780608,5,38.59,192.95
08521706406,5,82.35,411.75
37402085652,8,13.67,109.36
35276042602,8,31.23,249.84
40202620408,10,36.87,368.70
48551571704,19,25.32,481.08
71433783200,4,1.64,6.56
05422471156,6,33.89,203.34
67126020370,2,2.16,4.32
44724671106,1,48.56,48.56
38677085878,5,3.20,16.00
00408326502,6,51.95,311.70
66725015358,12,26.73,320.76
27234068818,1,10.70,10.70
53728837506,5,97.81,489.05
07304287635,3,48.25,144.75
20717057850,3,17.55,52.65
01465572722,6,69.26,415.56
40164553800,8,45.98,367.84
00375812184,9,6.76,60.84
08503214172,3,18.25,54.75
02308088882,2,106.98,213.96
02571415155,4,47.35,189.40
02840247221,6,68.27,409.62
86100783608,15,185.45,2781.75
21407438003,9,31.80,286.20
02572346754,11,13.75,151.25
14308024454,2,170.61,341.22
01102057784,16,118.41,1894.56
77508014728,1,153.15,153.15
08046825240,10,36.38,363.80
03058804120,2,95.37,190.74
43531047011,6,31.42,188.52
07344271680,6,5.71,34.26
80642063357,10,53.24,532.40
30454017506,6,13.30,79.80
04431020762,6,2.26,13.56
85343677606,2,14.19,28.38
04425568850,24,80.18,1924.32
02303278072,1,21.20,21.20
24866035020,5,40.45,202.25
02613084718,17,61.10,1038.70
35555043812,2,169.65,339.30
82477465307,4,28.56,114.24
03463451606,5,29.86,149.30
07565063048,12,17.62,211.44
07728065001,3,2.76,8.28
26318825607,17,90.10,1531.70
02020808088,1,43.13,43.13
03850434401,10,176.83,1768.30
02876062203,3,183.71,551.13
02830100870,1,103.29,103.29
15463552102,4,96.46,385.84
13054051855,2,80.11,160.22
01111744130,5,47.26,236.30
82704766402,1,11.75,11.75
00265065833,1,178.80,178.80
07505081328,6,27.89,167.34
48845058807,3,44.14,132.42
02636336322,1,34.40,34.40
17272028532,11,6.33,69.63
61288321100,1,7.24,7.24
03270317528,6,68.76,412.56
24775054576,2,19.97,39.94
80631056438,6,22.44,134.64
56077734008,3,44.30,132.90
06183611337,20,23.60,472.00
04008824583,1,15.55,15.55
68227015567,7,155.49,1088.43
56632053247,2,50.90,101.80
62004464201,24,23.16,555.84
80262001416,12,24.92,299.04
24775054576,12,19.97,239.64
03257263351,14,24.11,337.54
16736025601,19,95.60,1816.40
06833013873,6,86.45,518.70
57221048078,3,40.15,120.45
50660008581,2,17.20,34.40
18522847804,8,71.50,572.00
68321084460,5,25.92,129.60
02654860673,12,36.94,443.28
04623321658,2,5.66,11.32
75657671005,2,69.36,138.72
36454425300,5,14.30,71.50
04522665857,1,37.72,37.72
53210000648,1,183.36,183.36
00477072826,1,15.83,15.83
56062083203,8,30.86,246.88
10474860806,3,3.19,9.57
03703556581,8,72.98,583.84
65886044173,1,2.79,2.79
82165018078,4,31.88,127.52
87287451006,13,10.09,131.17
66788007728,2,18.47,36.94
11042818707,3,42.46,127.38
57450382304,9,128.76,1158.84
06200087254,22,25.50,561.00
30104054066,2,18.78,37.56
70056060403,5,31.20,156.00
41778087484,5,39.59,197.95
71575788506,12,76.91,922.92
31533022806,3,92.32,276.96
05077473617,2,48.68,97.36
26340071270,5,67.84,339.20
01417002706,3,9.30,27.90
65508732201,8,2.54,20.32
26767026580,1,20.12,20.12
72441462100,13,86.13,1119.69
06536563317,9,48.40,435.60
37764060188,4,13.85,55.40
38573024056,17,197.51,3357.67
46768048187,4,49.15,196.60
58617587300,17,12.35,209.95
36352126001,2,41.36,82.72
06163126043,14,92.13,1289.82
46815052111,5,6.40,32.00
00181726715,4,2.73,10.92
05172421461,3,100.99,302.97
07488321818,1,10.60,10.60
63786003420,8,53.04,424.32
05766282042,21,38.38,805.98
56757204104,6,174.77,1048.62
00586450074,1,14.40,14.40
00877557574,3,33.98,101.94
31017130700,12,75.80,909.60
05713846404,22,34.78,765.16
65348833402,5,2.83,14.15
83451681704,8,68.95,551.60
13130048264,1,91.74,91.74
66207074887,1,69.28,69.28
01236083274,4,17.35,69.40
01146033621,4,49.92,199.68
07330616070,1,13.10,13.10
80177378604,7,28.10,196.70
55545051773,10,36.98,369.80
05220688032,12,143.48,1721.76
02605703388,6,201.43,1208.58
22237013172,9,75.22,676.98
73175565807,5,21.77,108.85
85612081378,4,40.83,163.32
53426486208,13,15.77,205.01
23703013778,4,19.18,76.72
07070322185,12,35.24,422.88
07330616070,8,15.60,124.80
66225800506,8,35.33,282.64
88532034765,23,6.44,148.12
26253415203,1,4.83,4.83
04520585182,12,32.24,386.88
36862012253,5,47.30,236.50
88370278101,10,8.00,80.00
00242671881,1,81.38,81.38
03058804120,1,89.13,89.13
11428088287,14,45.50,637.00
68113024226,14,75.82,1061.48
00265065833,10,171.65,1716.50
13032508505,24,42.62,1022.88
04375814688,6,75.17,451.02
16583035556,3,84.35,253.05
14000030168,16,20.16,322.56
12283801204,9,41.59,374.31
52778274603,1,50.62,50.62
46617078088,14,21.66,303.24
30117010664,22,83.95,1846.90
64667041228,12,158.88,1906.56
06704055687,5,135.52,677.60
03750686345,5,41.41,207.05
64656068255,4,48.52,194.08
42322235106,1,32.20,32.20
08486122642,7,7.67,53.69
66725015358,3,26.73,80.19
64647514507,15,37.81,567.15
01675562641,1,9.39,9.39
73175565807,1,21.77,21.77
02140117748,6,142.70,856.20
00665226631,11,5.96,65.56
87347613503,2,52.36,104.72
02855444802,5,86.38,431.90
00721452680,5,43.17,215.85
58806031461,3,138.62,415.86
85221007334,5,46.40,232.00
71036072713,4,48.70,194.80
